paper_title,paper_link,conference,year,repo_link,repo_star,last_update
What Do Deep Networks Like to See?,http://openaccess.thecvf.com/content_cvpr_2018/papers/Palacio_What_Do_Deep_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/spalaciob/normnets,0,2019-01-02
Analysis by Synthesis: 3D Object Recognition by Object Reconstruction,http://openaccess.thecvf.com/content_cvpr_2014/html/Hejrati_Analysis_by_Synthesis_2014_CVPR_paper.html,CVPR,2014,https://github.com/siqihao95/Musical-Analysis-by-Synthesis,0,2019-01-02
Neural Network Encapsulation,http://openaccess.thecvf.com/content_ECCV_2018/html/Hongyang_Li_Neural_Network_Encapsulation_ECCV_2018_paper.html,ECCV,2018,https://github.com/sio2boss/k5-spec,0,2019-01-02
From Source to Target and Back: Symmetric Bi-Directional Adaptive GAN,http://openaccess.thecvf.com/content_cvpr_2018/papers/Russo_From_Source_to_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/shubhampachori12110095/GAN,0,2019-01-02
Algorithmic Assurance: An Active Approach to Algorithmic Testing using Bayesian Optimisation,,NIPS,2018,https://github.com/shivapratap/AlgorithmicAssurance_NIPS2018,0,2019-01-02
Estimating Sparse Signals With Smooth Support via Convex Programming and Block Sparsity,http://openaccess.thecvf.com/content_cvpr_2016/html/Shah_Estimating_Sparse_Signals_CVPR_2016_paper.html,CVPR,2016,https://github.com/shahsohil/CoLaMP,0,2019-01-02
Learning with Abandonment,http://proceedings.mlr.press/v80/schmit18a.html,ICML,2018,https://github.com/schmit/learning-abandonment,0,2019-01-02
Infinite Feature Selection,http://openaccess.thecvf.com/content_iccv_2015/html/Roffo_Infinite_Feature_Selection_ICCV_2015_paper.html,ICCV,2015,https://github.com/Sadegh28/SINF,0,2019-01-02
Gaussian Process Conditional Density Estimation,,NIPS,2018,https://github.com/richardbayes/bayes-treed-cde,0,2019-01-02
Learning SMaLL Predictors,http://arxiv.org/abs/1803.02388v1,NIPS,2018,https://github.com/retropean/mspa-apps,0,2019-01-02
Diversity-Enhanced Condensation Algorithm and Its Application for Robust and Accurate Endoscope Three-Dimensional Motion Tracking,http://openaccess.thecvf.com/content_cvpr_2014/html/Luo_Diversity-Enhanced_Condensation_Algorithm_2014_CVPR_paper.html,CVPR,2014,https://github.com/renzhe0009/Diversity-Enhanced-Condensation-Algorithm,0,2019-01-02
Learning to Predict Saliency on Face Images,http://openaccess.thecvf.com/content_iccv_2015/html/Xu_Learning_to_Predict_ICCV_2015_paper.html,ICCV,2015,https://github.com/RenYun2016/Face,0,2019-01-02
Clustering of Static-Adaptive Correspondences for Deformable Object Tracking,http://openaccess.thecvf.com/content_cvpr_2015/html/Nebehay_Clustering_of_Static-Adaptive_2015_CVPR_paper.html,CVPR,2015,https://github.com/rafaelvareto/CMT-Tracker,0,2019-01-02
Streaming Principal Component Analysis in Noisy Setting,http://proceedings.mlr.press/v80/marinov18a.html,ICML,2018,https://github.com/r3831/NPCA,0,2019-01-02
Local and Global Optimization Techniques in Graph-Based Clustering,http://openaccess.thecvf.com/content_cvpr_2018/papers/Ikami_Local_and_Global_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/qiao-/thesis_GPU_parallel_EuclideanMST_Multiple_2or3-opt_moves_for_graph_minimization-,0,2019-01-02
Lyapunov Functions for First-Order Methods: Tight Automated Convergence Guarantees,http://proceedings.mlr.press/v80/taylor18a.html,ICML,2018,https://github.com/QCGroup/quad-lyap-first-order,0,2019-01-02
Consistent Robust Regression,http://papers.nips.cc/paper/6806-consistent-robust-regression.pdf,NIPS,2017,https://github.com/purushottamkar/rreg,0,2019-01-02
What Will Happen Next? Forecasting Player Moves in Sports Videos,http://openaccess.thecvf.com/content_iccv_2017/html/Felsen_What_Will_Happen_ICCV_2017_paper.html,ICCV,2017,https://github.com/pulkitag/sports-forecasting,0,2019-01-02
Nearly Optimal Robust Subspace Tracking,http://proceedings.mlr.press/v80/narayanamurthy18a.html,ICML,2018,https://github.com/praneethmurthy/NORST,0,2019-01-02
Laplacian Coordinates for Seeded Image Segmentation,http://openaccess.thecvf.com/content_cvpr_2014/html/Casaca_Laplacian_Coordinates_for_2014_CVPR_paper.html,CVPR,2014,https://github.com/pianoza/seproject,0,2019-01-02
Unsupervised Correlation Analysis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Hoshen_Unsupervised_Correlation_Analysis_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/pgyrya/customer_segments,0,2019-01-02
Learning Abstract Options,,NIPS,2018,https://github.com/petterasla/IECCS,0,2019-01-02
Smooth Representation Clustering,http://openaccess.thecvf.com/content_cvpr_2014/html/Hu_Smooth_Representation_Clustering_2014_CVPR_paper.html,CVPR,2014,https://github.com/PennStateStatGen/WaveletBasedFunctionalCluster,0,2019-01-02
Complexity-Adaptive Distance Metric for Object Proposals Generation,http://openaccess.thecvf.com/content_cvpr_2015/html/Xiao_Complexity-Adaptive_Distance_Metric_2015_CVPR_paper.html,CVPR,2015,https://github.com/peacefulxy/CADM,0,2019-01-02
Policy Optimization as Wasserstein Gradient Flows,http://proceedings.mlr.press/v80/zhang18a.html,ICML,2018,https://github.com/paper-review/ICML2018,0,2019-01-02
Structured Set Matching Networks for One-Shot Part Labeling,http://openaccess.thecvf.com/content_cvpr_2018/papers/Choi_Structured_Set_Matching_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Oushesh/Structured-Set-Matching-Networks-for-One-Shot-Part-Labeling-readme,0,2019-01-02
Efficient First-Order Algorithms for Adaptive Signal Denoising,http://proceedings.mlr.press/v80/ostrovskii18a.html,ICML,2018,https://github.com/ostrodmit/AlgoRec,0,2019-01-02
Best of Both Worlds: Human-Machine Collaboration for Object Annotation,http://openaccess.thecvf.com/content_cvpr_2015/html/Russakovsky_Best_of_Both_2015_CVPR_paper.html,CVPR,2015,https://github.com/orussakovsky/best-of-both-worlds,0,2019-01-02
Best Response Regression,http://papers.nips.cc/paper/6748-best-response-regression.pdf,NIPS,2017,https://github.com/omerbp/Best-Response-Regression,0,2019-01-02
Truncating Wide Networks Using Binary Tree Architectures,http://openaccess.thecvf.com/content_iccv_2017/html/Zhang_Truncating_Wide_Networks_ICCV_2017_paper.html,ICCV,2017,https://github.com/nutszebra/wide_networks_using_binary_tree,0,2019-01-02
Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,http://openaccess.thecvf.com/content_iccv_2015/html/He_Delving_Deep_into_ICCV_2015_paper.html,ICCV,2015,https://github.com/nutszebra/prelu_net,2,2019-01-02
Unified Embedding and Metric Learning for Zero-Exemplar Event Detection,http://openaccess.thecvf.com/content_cvpr_2017/html/Hussein_Unified_Embedding_and_CVPR_2017_paper.html,CVPR,2017,https://github.com/noureldien/unified_embedding,0,2019-01-02
Mapping Images to Scene Graphs with Permutation-Invariant Structured Prediction,,NIPS,2018,https://github.com/nips2018axiomatic/Mapping-Images-to-Scene-Graphs-master,2,2019-01-02
Unsupervised Learning of Depth and Ego-Motion From Monocular Video Using 3D Geometric Constraints,http://openaccess.thecvf.com/content_cvpr_2018/papers/Mahjourian_Unsupervised_Learning_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Nick36/unsupervised-learning-depth-ego-motion,0,2019-01-02
Unsupervised Learning of Depth and Ego-Motion From Video,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhou_Unsupervised_Learning_of_CVPR_2017_paper.html,CVPR,2017,https://github.com/Nick36/unsupervised-learning-depth-ego-motion,0,2019-01-02
Dynamic Time-Of-Flight,http://openaccess.thecvf.com/content_cvpr_2017/html/Schober_Dynamic_Time-Of-Flight_CVPR_2017_paper.html,CVPR,2017,https://github.com/neiljones12/Whackathon2016,0,2019-01-02
Predict and Constrain: Modeling Cardinality in Deep Structured Prediction,http://proceedings.mlr.press/v80/brukhim18a.html,ICML,2018,https://github.com/Natalybr/predict_and_constrain,1,2019-01-02
Propagated Image Filtering,http://openaccess.thecvf.com/content_cvpr_2015/html/Chang_Propagated_Image_Filtering_2015_CVPR_paper.html,CVPR,2015,https://github.com/NASA-Planetary-Science/SALTAD,0,2019-01-02
Processing of missing data by neural networks,http://arxiv.org/abs/1805.07405v2,NIPS,2018,https://github.com/mzkhan2000/TypeNeuralModel,0,2019-01-02
Comparator Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Weidi_Xie_Comparator_Networks_ECCV_2018_paper.html,ECCV,2018,https://github.com/Morwenn/comparator-networks,0,2019-01-02
Linear Ranking Analysis,http://openaccess.thecvf.com/content_cvpr_2014/html/Deng_Linear_Ranking_Analysis_2014_CVPR_paper.html,CVPR,2014,https://github.com/MickyDowns/mine_ncaa_rankings,0,2019-01-02
Relationship Proposal Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Relationship_Proposal_Networks_CVPR_2017_paper.html,CVPR,2017,https://github.com/mdxedia/Awsome-Cash,1,2019-01-02
Semi-supervised Spectral Clustering for Image Set Classification,http://openaccess.thecvf.com/content_cvpr_2014/html/Mahmood_Semi-supervised_Spectral_Clustering_2014_CVPR_paper.html,CVPR,2014,https://github.com/Masoud-Fatemi/Pattern-Recognition,0,2019-01-02
A Generative Model of People in Clothing,http://openaccess.thecvf.com/content_iccv_2017/html/Lassner_A_Generative_Model_ICCV_2017_paper.html,ICCV,2017,https://github.com/Masaokb/ClothesNet_PyTorch,0,2019-01-02
SWIFT: Sparse Withdrawal of Inliers in a First Trial,http://openaccess.thecvf.com/content_cvpr_2015/html/Jaberi_SWIFT_Sparse_Withdrawal_2015_CVPR_paper.html,CVPR,2015,https://github.com/mary-jab/SWIFT,0,2019-01-02
Adaptive Clustering through Semidefinite Programming,http://papers.nips.cc/paper/6776-adaptive-clustering-through-semidefinite-programming.pdf,NIPS,2017,https://github.com/martinroyer/pecok,0,2019-01-02
Scalable Bayesian Rule Lists,http://proceedings.mlr.press/v70/yang17h.html,ICML,2017,https://github.com/margoseltzer/homebrew-sbrlmod,0,2019-01-02
Efficient Multiple Instance Metric Learning Using Weakly Supervised Data,http://openaccess.thecvf.com/content_cvpr_2017/html/Law_Efficient_Multiple_Instance_CVPR_2017_paper.html,CVPR,2017,https://github.com/MarcTLaw/MIMLCA,0,2019-01-02
Variational Bayesian Multiple Instance Learning With Gaussian Processes,http://openaccess.thecvf.com/content_cvpr_2017/html/Haussmann_Variational_Bayesian_Multiple_CVPR_2017_paper.html,CVPR,2017,https://github.com/manuelhaussmann/vgpmil,0,2019-01-02
Learning Deep Representation for Imbalanced Classification,http://openaccess.thecvf.com/content_cvpr_2016/html/Huang_Learning_Deep_Representation_CVPR_2016_paper.html,CVPR,2016,https://github.com/Makundi/Machine-Learning-IPT-ParrotAI,1,2019-01-02
Distributed Clustering via LSH Based Data Partitioning,http://proceedings.mlr.press/v80/bhaskara18a.html,ICML,2018,https://github.com/maheshakya/DistClust_via_LSH_L2,0,2019-01-02
Delayed Impact of Fair Machine Learning,http://proceedings.mlr.press/v80/liu18c.html,ICML,2018,https://github.com/lydiatliu/delayedimpact,2,2019-01-02
A High-Quality Denoising Dataset for Smartphone Cameras,http://openaccess.thecvf.com/content_cvpr_2018/papers/Abdelhamed_A_High-Quality_Denoising_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/luhannan/mean-fusion-to-denoise-image,0,2019-01-02
Structured Regression Gradient Boosting,http://openaccess.thecvf.com/content_cvpr_2016/html/Diego_Structured_Regression_Gradient_CVPR_2016_paper.html,CVPR,2016,https://github.com/LJohanna/Project_Python_SpeedDatingData,0,2019-01-02
Data-Efficient Hierarchical Reinforcement Learning,,NIPS,2018,https://github.com/lizhuoru/aaai17,0,2019-01-02
Open Category Detection with PAC Guarantees,http://proceedings.mlr.press/v80/liu18e.html,ICML,2018,https://github.com/liusi2019/ocd,1,2019-01-02
Using Spatial Order to Boost the Elimination of Incorrect Feature Matches,http://openaccess.thecvf.com/content_cvpr_2016/html/Talker_Using_Spatial_Order_CVPR_2016_paper.html,CVPR,2016,https://github.com/liortalker/SpatialOrder,3,2019-01-02
Efficient Sliding Window Computation for NN-Based Template Matching,http://openaccess.thecvf.com/content_ECCV_2018/html/Lior_Talker_Efficient_Sliding_Window_ECCV_2018_paper.html,ECCV,2018,https://github.com/liortalker/DIWU,2,2019-01-02
"A Sharp Error Analysis for the Fused Lasso, with Application to Approximate Changepoint Screening",http://papers.nips.cc/paper/7264-a-sharp-error-analysis-for-the-fused-lasso-with-application-to-approximate-changepoint-screening.pdf,NIPS,2017,https://github.com/linnylin92/fused_lasso,0,2019-01-02
Deep Learning Strong Parts for Pedestrian Detection,http://openaccess.thecvf.com/content_iccv_2015/html/Tian_Deep_Learning_Strong_ICCV_2015_paper.html,ICCV,2015,https://github.com/lijinxi1314/Deep_learning_strong_parts,0,2019-01-02
Boosted Sparse and Low-Rank Tensor Regression,,NIPS,2018,https://github.com/LifangHe/SURF,1,2019-01-02
Dual Supervised Learning,http://proceedings.mlr.press/v70/xia17a.html,ICML,2017,https://github.com/LifangHe/SDM14_DuSK,0,2019-01-02
Regret bounds for meta Bayesian optimization with an unknown Gaussian process prior,,NIPS,2018,https://github.com/Learning-and-Intelligent-Systems/meta-bo,0,2019-01-02
Understanding Classifier Errors by Examining Influential Neighbors,http://openaccess.thecvf.com/content_cvpr_2015/html/Kabra_Understanding_Classifier_Errors_2015_CVPR_paper.html,CVPR,2015,https://github.com/kristinbranson/InfluentialNeighbors,0,2019-01-02
Co-Occurrence Filter,http://openaccess.thecvf.com/content_cvpr_2017/html/Jevnisek_Co-Occurrence_Filter_CVPR_2017_paper.html,CVPR,2017,https://github.com/kobybibas/CoOccurrenceFilter,0,2019-01-02
Learning to Assign Orientations to Feature Points,http://openaccess.thecvf.com/content_cvpr_2016/html/Yi_Learning_to_Assign_CVPR_2016_paper.html,CVPR,2016,https://github.com/kmyid/benchmark-orientation,0,2019-01-02
Multi-Instance Object Segmentation With Occlusion Handling,http://openaccess.thecvf.com/content_cvpr_2015/html/Chen_Multi-Instance_Object_Segmentation_2015_CVPR_paper.html,CVPR,2015,https://github.com/kasertim/ObjectSegmentationOcclusionHandling,0,2019-01-02
Leveraging Motion Priors in Videos for Improving Human Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Yu-Ting_Chen_Leveraging_Motion_Priors_ECCV_2018_paper.html,ECCV,2018,https://github.com/Jwy-Leo/Leveraging-Motion-Priors-in-Videos-for-Improving-Human-Segmentation,0,2019-01-02
What Is Around the Camera?,http://openaccess.thecvf.com/content_iccv_2017/html/Georgoulis_What_Is_Around_ICCV_2017_paper.html,ICCV,2017,https://github.com/julianchow/LocationTesting,0,2019-01-02
Local Convergence Properties of SAGA/Prox-SVRG and Acceleration,http://proceedings.mlr.press/v80/poon18a.html,ICML,2018,https://github.com/jliang993/Local-VRSGD,0,2019-01-02
Generation and Comprehension of Unambiguous Object Descriptions,http://openaccess.thecvf.com/content_cvpr_2016/html/Mao_Generation_and_Comprehension_CVPR_2016_paper.html,CVPR,2016,https://github.com/jeetp465/Unambiguous-Object-Description,0,2019-01-02
Large-Scale Stochastic Sampling from the Probability Simplex,http://arxiv.org/abs/1806.07137v1,NIPS,2018,https://github.com/jbaker92/SCIR,1,2019-01-02
On the Solvability of Viewing Graphs,http://openaccess.thecvf.com/content_ECCV_2018/html/Matthew_Trager_On_the_Solvability_ECCV_2018_paper.html,ECCV,2018,https://github.com/ismummy/Train-Tracker,0,2019-01-02
Learning Region Features for Object Detection,http://openaccess.thecvf.com/content_ECCV_2018/html/Jiayuan_Gu_Learning_Region_Features_ECCV_2018_paper.html,ECCV,2018,https://github.com/ironmanmark23/opencv_project1,0,2019-01-02
RGB-Infrared Cross-Modality Person Re-Identification,http://openaccess.thecvf.com/content_iccv_2017/html/Wu_RGB-Infrared_Cross-Modality_Person_ICCV_2017_paper.html,ICCV,2017,https://github.com/InnovArul/rgb_IR_personreid,2,2019-01-02
Composable Planning with Attributes,http://proceedings.mlr.press/v80/zhang18k.html,ICML,2018,https://github.com/infocampuspvtin/-Web-Designing-training-bangalore,0,2019-01-02
Discovery of Latent 3D Keypoints via End-to-end Geometric Reasoning,http://arxiv.org/abs/1807.03146v1,NIPS,2018,https://github.com/ihankyang/keypoint-network,0,2019-01-02
Single Image 3D Without a Single 3D Image,http://openaccess.thecvf.com/content_iccv_2015/html/Fouhey_Single_Image_3D_ICCV_2015_paper.html,ICCV,2015,https://github.com/ihankyang/keypoint-network,0,2019-01-02
Neural Voice Cloning with a Few Samples,http://arxiv.org/abs/1802.06006v2,NIPS,2018,https://github.com/IEEE-NITK/Neural-Voice-Cloning,0,2019-01-02
ATOMO: Communication-efficient Learning via Atomic Sparsification,http://arxiv.org/abs/1806.04090v2,NIPS,2018,https://github.com/hwang595/ATOMO,1,2019-01-02
Designing Illuminant Spectral Power Distributions for Surface Classification,http://openaccess.thecvf.com/content_cvpr_2017/html/Blasinski_Designing_Illuminant_Spectral_CVPR_2017_paper.html,CVPR,2017,https://github.com/hblasins/optIll,0,2019-01-02
Enhancing the Spatial Resolution of Stereo Images Using a Parallax Prior,http://openaccess.thecvf.com/content_cvpr_2018/papers/Jeon_Enhancing_the_Spatial_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/hassanisaadi/stereoSR_tf,0,2019-01-02
Variance Regularized Counterfactual Risk Minimization via Variational Divergence Minimization,http://proceedings.mlr.press/v80/wu18g.html,ICML,2018,https://github.com/hang-wu/VRCRM,0,2019-01-02
Learning to Estimate 3D Hand Pose From Single RGB Images,http://openaccess.thecvf.com/content_iccv_2017/html/Zimmermann_Learning_to_Estimate_ICCV_2017_paper.html,ICCV,2017,https://github.com/hamaskhan/Hand3dRHD,0,2019-01-02
CurriculumNet: Weakly Supervised Learning from Large-Scale Web Images,http://openaccess.thecvf.com/content_ECCV_2018/html/Sheng_Guo_CurriculumNet_Learning_from_ECCV_2018_paper.html,ECCV,2018,https://github.com/guoshengcv/CurriculumNet,2,2019-01-02
A Simple Multi-Class Boosting Framework with Theoretical Guarantees and Empirical Proficiency,http://proceedings.mlr.press/v70/appel17a.html,ICML,2017,https://github.com/GuillaumeCollin/A-Simple-Multi-Class-Boosting-Framework-with-Theoretical-Guarantees-and-Empirical-Proficiency,0,2019-01-02
